source,screener_id,screener_name,category,subcategory,signal_bias,investment_horizon,confidence
"trendlyne","industry-outperformers-in-terms-of-annual-growth-and-capital-returns","Industry outperformers in terms of annual growth and capital returns","technical_momentum","relative_strength","bullish","swing","0.74"
"trendlyne","insider-and-sast-sells-yesterday-greater-than-0.1%-of-total-shares","Insider and SAST sells yesterday greater than 0.1% of total shares","ownership_institutional","institutional_activity","neutral","long_term","0.74"
"trendlyne","insider-sells-yesterday-greater-than-0.1%-of-total-shares","Insider sells yesterday greater than 0.1% of total shares","ownership_institutional","institutional_activity","neutral","long_term","0.74"
"trendlyne","insiders-sold-stocks","Insiders sold stocks","ownership_institutional","institutional_activity","neutral","long_term","0.74"
"trendlyne","inverted-hammer-(bullish-reversal)","Inverted Hammer (Bullish Reversal)","technical_reversal","candlestick_reversal","bullish","swing","0.8200000000000001"
"trendlyne","jim-slater's-zulu-principle-(discover-growth-stocks)","Jim Slater's Zulu Principle (Discover Growth Stocks)","composite_strategy","multi_factor_strategy","neutral","long_term","0.74"
"trendlyne","jindal-group-companies-&-their-share-prices","Jindal group companies & their share prices","sector_theme","sector_or_theme","neutral","long_term","0.9"
"trendlyne","live-results-screener:-companies-with-rising-operating-profit-margin-growth,-which-declared-results-in-past-one-week-(subscription)","Live Results Screener: Companies with rising operating profit margin growth, which declared results in past one week (subscription)","event_corporate_action","earnings_event","bullish","swing","0.74"
"trendlyne","long-term-growth-companies","Long Term Growth Companies","composite_strategy","multi_factor_strategy","neutral","long_term","0.74"
"trendlyne","low-dvm-stocks---stocks-to-exercise-caution-on","Low DVM Stocks - Stocks to Exercise Caution On","risk_red_flags","financial_or_governance_risk","bearish","long_term","0.74"
"trendlyne","low-pe-stocks-with-pe-ttm-lower-than-3-year,-5-year-and-10-year-average-pe","Low PE stocks with PE TTM lower than 3 year, 5 year and 10 year average PE","valuation","relative_or_absolute_value","bearish","long_term","0.74"
"trendlyne","lower-risk:-high-dvm-stocks-in-large-caps-(market-cap->-10000)","Lower Risk: High DVM Stocks in Large Caps (Market Cap > 10000)","valuation","relative_or_absolute_value","bullish","long_term","0.74"
"trendlyne","lowest-long-term-growth-estimates---forecaster","Lowest Long Term Growth Estimates - Forecaster","analyst_sentiment","broker_forecast","neutral","long_term","0.74"
"trendlyne","lowest-momentum-scores-(technical-scores)","Lowest Momentum Scores (Technical Scores)","technical_momentum","relative_strength","neutral","swing","0.74"
"trendlyne","macd-crossover-above-signal-line","MACD Crossover Above Signal Line","technical_trend","trend_indicator","bullish","swing","0.74"
"trendlyne","macd-crossover-below-signal-line","MACD Crossover Below Signal Line","technical_trend","trend_indicator","bearish","swing","0.74"
"trendlyne","mfs-and-fii/diis-increasing-their-shareholding-qoq","MFs and FII/DIIs increasing their shareholding QoQ","ownership_institutional","institutional_activity","bullish","long_term","0.98"
"trendlyne","mfs-increased-their-shareholding-last-quarter","MFs increased their shareholding last quarter","ownership_institutional","institutional_activity","bullish","positional","0.8200000000000001"
"trendlyne","magic-formula:-joel-greenblatt","Magic Formula: Joel Greenblatt","composite_strategy","multi_factor_strategy","neutral","long_term","0.74"
"trendlyne","mahindra-group-share-prices-&-stock-performance","Mahindra Group share prices & stock performance","sector_theme","sector_or_theme","neutral","long_term","0.8200000000000001"
"trendlyne","mid-range-performer-(dvm)","Mid-range Performer (DVM)","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","momentum-score-(technical-score)-daily-gainers","Momentum Score (Technical Score) Daily Gainers","technical_momentum","relative_strength","bullish","swing","0.74"
"trendlyne","momentum-trap-(dvm)","Momentum Trap (DVM)","risk_red_flags","financial_or_governance_risk","neutral","long_term","0.74"
"trendlyne","monsoon-stocks","Monsoon stocks","sector_theme","sector_or_theme","neutral","long_term","0.74"
"trendlyne","month-adx-bearish-divergence","Month ADX Bearish Divergence","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","month-adx-bullish-divergence","Month ADX Bullish Divergence","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","month-adx-mild-trending-stocks","Month ADX Mild Trending Stocks","technical_trend","trend_indicator","neutral","swing","0.74"
"trendlyne","month-adx-strong-trending-stocks","Month ADX Strong Trending Stocks","technical_trend","trend_indicator","bullish","swing","0.74"
"trendlyne","month-adx-trending-stocks","Month ADX Trending Stocks","technical_trend","trend_indicator","neutral","swing","0.74"
"trendlyne","month-bollinger-band-breakdown","Month Bollinger Band Breakdown","technical_breakout","price_breakout","bearish","swing","0.74"
"trendlyne","month-bollinger-band-breakout","Month Bollinger Band Breakout","technical_breakout","price_breakout","bullish","swing","0.74"
"trendlyne","month-cci-bearish","Month CCI Bearish","technical_reversal","oscillator_signal","bearish","swing","0.74"
"trendlyne","month-cci-bullish","Month CCI Bullish","technical_reversal","oscillator_signal","bullish","swing","0.74"
"trendlyne","month-cci-overbought","Month CCI Overbought","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","month-cci-oversold","Month CCI Oversold","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","month-cci-trending-down","Month CCI Trending Down","technical_trend","trend_indicator","bearish","swing","0.74"
"trendlyne","month-cci-crossed-above-100","Month CCI crossed above 100","technical_reversal","oscillator_signal","bullish","swing","0.74"
"trendlyne","month-cci-crossed-below--100","Month CCI crossed below -100","technical_reversal","oscillator_signal","bearish","swing","0.74"
"trendlyne","month-macd-crossover-above-signal-line","Month MACD Crossover Above Signal Line","technical_trend","trend_indicator","bullish","swing","0.74"
"trendlyne","month-macd-crossover-below-signal-line","Month MACD Crossover Below Signal Line","technical_trend","trend_indicator","bearish","swing","0.74"
"trendlyne","month-roc-trending-down","Month ROC Trending Down","technical_trend","trend_indicator","bearish","swing","0.74"
"trendlyne","month-roc-trending-up","Month ROC Trending Up","technical_trend","trend_indicator","bullish","swing","0.74"
"trendlyne","month-relative-strength-index-(rsi)-bearish","Month Relative Strength Index (RSI) Bearish","technical_reversal","oscillator_signal","bearish","swing","0.8200000000000001"
"trendlyne","month-relative-strength-index-(rsi)-bullish","Month Relative Strength Index (RSI) Bullish","technical_reversal","oscillator_signal","bullish","swing","0.8200000000000001"
"trendlyne","month-stochastic-oscillator-bearish-crossover","Month Stochastic oscillator bearish crossover","technical_reversal","oscillator_signal","bearish","swing","0.74"
"trendlyne","month-stochastic-oscillator-bearish-momentum","Month Stochastic oscillator bearish momentum","technical_momentum","relative_strength","bearish","swing","0.74"
"trendlyne","month-stochastic-oscillator-bullish-crossover","Month Stochastic oscillator bullish crossover","technical_reversal","oscillator_signal","bullish","swing","0.74"
"trendlyne","month-stochastic-oscillator-bullish-momentum","Month Stochastic oscillator bullish momentum","technical_momentum","relative_strength","bullish","swing","0.74"
"trendlyne","month-stochastic-oscillator-overbought","Month Stochastic oscillator overbought","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","month-stochastic-oscillator-oversold","Month Stochastic oscillator oversold","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","month-supertrend-buys","Month Supertrend Buys","technical_trend","trend_indicator","neutral","swing","0.74"
"trendlyne","month-supertrend-sells","Month Supertrend Sells","technical_trend","trend_indicator","neutral","swing","0.74"
"trendlyne","month-supertrend-signal-changed-to-buy","Month Supertrend Signal changed to Buy","technical_trend","trend_indicator","bullish","swing","0.74"
"trendlyne","month-supertrend-signal-changed-to-sell","Month Supertrend Signal changed to Sell","technical_trend","trend_indicator","bearish","swing","0.74"
"trendlyne","month-willaims-%r-in-oversold-zone","Month Willaims %R in Oversold zone","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","month-williams-%r-bearish","Month Williams %R Bearish","technical_reversal","oscillator_signal","bearish","swing","0.74"
"trendlyne","month-williams-%r-bullish","Month Williams %R Bullish","technical_reversal","oscillator_signal","bullish","swing","0.74"
"trendlyne","month-williams-%r-crossed--20-from-below","Month Williams %R crossed -20 from below","technical_reversal","oscillator_signal","bearish","swing","0.74"
"trendlyne","month-williams-%r-crossed--80-from-above","Month Williams %R crossed -80 from above","technical_reversal","oscillator_signal","bullish","swing","0.74"
"trendlyne","month-williams-%r-in-overbought-zone","Month Williams %R in Overbought zone","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","month-williams-trending-down","Month Williams Trending Down","technical_trend","trend_indicator","bearish","swing","0.74"
"trendlyne","morning-star-(bullish-reversal)","Morning Star (Bullish Reversal)","technical_reversal","candlestick_reversal","bullish","swing","0.8200000000000001"
"trendlyne","multibagger-penny-stocks-with-high-book-value","Multibagger Penny Stocks with High Book Value","valuation","relative_or_absolute_value","bullish","long_term","0.74"
"trendlyne","multibaggers:-stocks-with-100%+-returns-in-one-year","Multibaggers: stocks with 100%+ returns in one year","technical_momentum","price_leadership","neutral","swing","0.74"
"trendlyne","murugappa-group-companies-&-their-share-prices","Murugappa group companies & their share prices","sector_theme","sector_or_theme","neutral","long_term","0.9"
"trendlyne","mutual-funds-decreased-shareholding-in-past-month","Mutual Funds Decreased Shareholding in Past Month","ownership_institutional","institutional_activity","bearish","positional","0.8200000000000001"
"trendlyne","mutual-funds-increased-shareholding-in-past-month","Mutual Funds Increased Shareholding in Past Month","ownership_institutional","institutional_activity","bullish","positional","0.8200000000000001"
"trendlyne","mutual-funds-increased-shareholding-over-the-past-two-months","Mutual Funds Increased Shareholding over the Past Two Months","ownership_institutional","institutional_activity","bullish","long_term","0.8200000000000001"
"trendlyne","mutual-funds-and-fii/diis-have-decreased-their-shareholding-in-most-recent-quarter","Mutual Funds and FII/DIIs have decreased their shareholding in most recent quarter","ownership_institutional","institutional_activity","bearish","positional","0.98"
"trendlyne","nse-stocks-at-lower-circuit","NSE Stocks at Lower Circuit","technical_momentum","price_leadership","neutral","swing","0.74"
"trendlyne","nse-stocks-at-upper-circuit","NSE Stocks at Upper Circuit","technical_momentum","price_leadership","neutral","swing","0.74"
"trendlyne","nse-stocks-that-hit-upper-circuit-today","NSE Stocks that Hit Upper Circuit Today","technical_momentum","price_leadership","neutral","swing","0.74"
"trendlyne","nse-stocks-that-hit-lower-circuit-today","NSE Stocks that hit Lower Circuit Today","technical_momentum","price_leadership","neutral","swing","0.74"
"trendlyne","near-52-week-high","Near 52 Week High","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","near-52-week-low","Near 52 Week Low","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","negative-breakdown-first-support-(ltp-<-s1)","Negative Breakdown First Support (LTP < S1)","technical_breakout","price_breakout","bearish","swing","0.8200000000000001"
"trendlyne","negative-breakdown-second-support-(ltp-<-s2)","Negative Breakdown Second Support (LTP < S2)","technical_breakout","price_breakout","bearish","swing","0.8200000000000001"
"trendlyne","negative-breakdown-third-support-(ltp-<-s3)","Negative Breakdown Third Support (LTP < S3)","technical_breakout","price_breakout","bearish","swing","0.8200000000000001"
"trendlyne","negative-breakout---medium-trend","Negative Breakout - Medium Trend","technical_breakout","price_breakout","neutral","swing","0.74"
"trendlyne","negative-breakouts---short-trend","Negative Breakouts - Short Trend","technical_breakout","price_breakout","bearish","swing","0.74"
"trendlyne","bear-1","Negative Momentum Breakdown","technical_breakout","price_breakout","bearish","swing","0.74"
"trendlyne","negative-profit-growth,-promoters-decreasing-shareholding-qoq","Negative profit growth, promoters decreasing shareholding QoQ","ownership_institutional","institutional_activity","bearish","long_term","0.74"
"trendlyne","net-profit-growth-over-200%-both-yoy-and-qoq","Net Profit Growth over 200% both YoY and QoQ","fundamental_growth","earnings_growth","neutral","long_term","0.74"
"trendlyne","net-profit-negative-surprise-for-the-quarter","Net Profit Negative Surprise for the Quarter","event_corporate_action","earnings_event","bearish","positional","0.74"
"trendlyne","net-profit-negative-surprise-for-the-year","Net Profit Negative Surprise for the Year","event_corporate_action","earnings_event","bearish","long_term","0.74"
"trendlyne","net-profit-per-employee:-banks","Net Profit Per Employee: Banks","sector_theme","sector_or_theme","neutral","long_term","0.74"
"trendlyne","net-profit-positive-surprise-for-the-quarter","Net Profit Positive Surprise for the Quarter","event_corporate_action","earnings_event","bullish","positional","0.74"
"trendlyne","net-profit-positive-surprise-for-the-year","Net Profit Positive Surprise for the Year","event_corporate_action","earnings_event","bullish","long_term","0.74"
"trendlyne","new-1-month-high-today","New 1 month high today","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","new-1-month-low-today","New 1 month low today","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","new-1-week-high-today","New 1 week high today","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","new-1-week-low-today","New 1 week low today","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","new-10-year-low-today","New 10-year low today","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","new-3-year-high-today","New 3-year high today","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","new-3-year-low-today","New 3-year low today","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","new-5-year-high-today","New 5-year high today","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","new-5-year-low-today","New 5-year low today","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","new-52-week-high-today","New 52 week high today","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","new-52-week-low-today","New 52 week low today","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","new-6-month-high-today","New 6-month high today","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","new-6-month-low-today","New 6-month low today","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","new-quarterly-high-today","New quarterly high today","technical_momentum","price_leadership","bullish","swing","0.74"
"trendlyne","new-quarterly-low-today","New quarterly low today","technical_momentum","price_leadership","bearish","swing","0.74"
"trendlyne","newly-affordable-stocks-with-good-financials-and-durability-(subscription)","Newly Affordable Stocks with Good Financials and Durability (subscription)","fundamental_quality","balance_sheet_quality","neutral","long_term","0.74"
"trendlyne","nifty-500---brokers'-top-picks","Nifty 500 - Brokers' top picks","analyst_sentiment","broker_forecast","neutral","long_term","0.74"
"trendlyne","outperformers-in-family-owned-companies","Outperformers In Family Owned Companies","technical_momentum","relative_strength","bullish","swing","0.74"
"trendlyne","overbought-by-15-min-money-flow-index-(mfi)","Overbought by 15 min Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bearish","intraday","0.74"
"trendlyne","overbought-by-1h-money-flow-index-(mfi)","Overbought by 1H Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","overbought-by-2h-money-flow-index-(mfi)","Overbought by 2H Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","overbought-by-30-min-money-flow-index-(mfi)","Overbought by 30 min Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bearish","intraday","0.74"
"trendlyne","overbought-by-money-flow-index-(mfi)","Overbought by Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","overbought-by-month-money-flow-index-(mfi)","Overbought by Month Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","overbought-by-week-money-flow-index-(mfi)","Overbought by Week Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bearish","swing","0.74"
"trendlyne","overbought-on-both-15-min-mfi-and-15-min-rsi","Overbought on both 15 min MFI and 15 min RSI","technical_reversal","oscillator_signal","bearish","intraday","0.8200000000000001"
"trendlyne","overbought-on-both-1h-mfi-and-1h-rsi","Overbought on both 1H MFI and 1H RSI","technical_reversal","oscillator_signal","bearish","swing","0.8200000000000001"
"trendlyne","overbought-on-both-2h-mfi-and-2h-rsi","Overbought on both 2H MFI and 2H RSI","technical_reversal","oscillator_signal","bearish","swing","0.8200000000000001"
"trendlyne","overbought-on-both-30-min-mfi-and-30-min-rsi","Overbought on both 30 min MFI and 30 min RSI","technical_reversal","oscillator_signal","bearish","intraday","0.8200000000000001"
"trendlyne","overbought-on-both-mfi-and-rsi","Overbought on both MFI and RSI","technical_reversal","oscillator_signal","bearish","swing","0.8200000000000001"
"trendlyne","overbought-on-both-month-mfi-and-month-rsi","Overbought on both Month MFI and Month RSI","technical_reversal","oscillator_signal","bearish","swing","0.8200000000000001"
"trendlyne","overbought-on-both-week-mfi-and-week-rsi","Overbought on both Week MFI and Week RSI","technical_reversal","oscillator_signal","bearish","swing","0.8200000000000001"
"trendlyne","oversold-by-15-min-money-flow-index-(mfi)","Oversold by 15 min Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bullish","intraday","0.74"
"trendlyne","oversold-by-1h-money-flow-index-(mfi)","Oversold by 1H Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","oversold-by-2h-money-flow-index-(mfi)","Oversold by 2H Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","oversold-by-30-min-money-flow-index-(mfi)","Oversold by 30 min Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bullish","intraday","0.74"
"trendlyne","oversold-by-money-flow-index-(mfi)","Oversold by Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","oversold-by-month-money-flow-index-(mfi)","Oversold by Month Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","oversold-by-rate-of-change-(roc)","Oversold by Rate of Change (ROC)","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","oversold-by-week-money-flow-index-(mfi)","Oversold by Week Money Flow Index (MFI)","technical_reversal","oscillator_reversal","bullish","swing","0.74"
"trendlyne","oversold-on-both-15-min-rsi-and-15-min-mfi","Oversold on both 15 min RSI and 15 min MFI","technical_reversal","oscillator_signal","bullish","intraday","0.8200000000000001"
"trendlyne","oversold-on-both-1h-rsi-and-1h-mfi","Oversold on both 1H RSI and 1H MFI","technical_reversal","oscillator_signal","bullish","swing","0.8200000000000001"
"trendlyne","oversold-on-both-2h-rsi-and-2h-mfi","Oversold on both 2H RSI and 2H MFI","technical_reversal","oscillator_signal","bullish","swing","0.8200000000000001"
"trendlyne","oversold-on-both-30-min-rsi-and-30-min-mfi","Oversold on both 30 min RSI and 30 min MFI","technical_reversal","oscillator_signal","bullish","intraday","0.8200000000000001"
"trendlyne","oversold-on-both-month-rsi-and-month-mfi","Oversold on both Month RSI and Month MFI","technical_reversal","oscillator_signal","bullish","swing","0.8200000000000001"
"trendlyne","oversold-on-both-rsi-and-mfi","Oversold on both RSI and MFI","technical_reversal","oscillator_signal","bullish","swing","0.8200000000000001"
"trendlyne","oversold-on-both-week-rsi-and-week-mfi","Oversold on both Week RSI and Week MFI","technical_reversal","oscillator_signal","bullish","swing","0.8200000000000001"
"trendlyne","pe-higher-than-industry-pe","PE higher than Industry PE","sector_theme","sector_or_theme","neutral","long_term","0.74"
"trendlyne","pe-higher-than-sector-pe","PE higher than sector PE","sector_theme","sector_or_theme","neutral","long_term","0.74"
"trendlyne","pe-less-than-industry-pe","PE less than Industry PE","sector_theme","sector_or_theme","neutral","long_term","0.74"
"trendlyne","pe-less-than-industry-pe-and-high-forecaster-upside","PE less than Industry PE and High Forecaster Upside","analyst_sentiment","broker_forecast","bullish","long_term","0.74"
"trendlyne","pe-less-than-sector-pe","PE less than sector PE","sector_theme","sector_or_theme","neutral","long_term","0.74"
"trendlyne","peg-greater-than-industry-peg","PEG greater than Industry PEG","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","peg-higher-than-sector-peg","PEG higher than Sector PEG","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","peg-lower-than-industry-peg","PEG lower than Industry PEG","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","peg-lower-than-sector-peg","PEG lower than Sector PEG","valuation","relative_or_absolute_value","neutral","long_term","0.74"
"trendlyne","psu-stocks-list---includes-banks,-infra,-and-more","PSU stocks list - includes banks, infra, and more","sector_theme","sector_or_theme","neutral","long_term","0.9"
"trendlyne","penny-stocks-under-rs-1-with-high-book-value","Penny Stocks Under Rs 1 with High Book Value","valuation","relative_or_absolute_value","bullish","long_term","0.74"
"trendlyne","penny-stocks-under-rs-10","Penny Stocks Under Rs 10","market_cap_style","size_style","neutral","long_term","0.74"
"trendlyne","performance-of-stocks-with-low-trendlyne-durability-score-versus-benchmarks","Performance of Stocks with Low Trendlyne Durability Score versus Benchmarks","composite_strategy","multi_factor_strategy","bearish","long_term","0.74"
"trendlyne","pharma-stocks-with-rising-momentum","Pharma Stocks with Rising Momentum","technical_momentum","relative_strength","bullish","swing","0.74"
"trendlyne","piercing-line-(bullish-reversal)","Piercing Line (Bullish Reversal)","technical_reversal","candlestick_reversal","bullish","swing","0.8200000000000001"
"trendlyne","pledges-today-more-than-1%-of-total-shares","Pledges today more than 1% of total shares","risk_red_flags","financial_or_governance_risk","neutral","long_term","0.74"
"trendlyne","positive-breakout---medium-trend","Positive Breakout - Medium Trend","technical_breakout","price_breakout","bullish","swing","0.74"
"trendlyne","positive-breakout---short-trend","Positive Breakout - Short Trend","technical_breakout","price_breakout","bullish","swing","0.74"
"trendlyne","positive-breakout-first-resistance-(-ltp->-r1)","Positive Breakout First Resistance ( LTP > R1)","technical_breakout","price_breakout","bullish","swing","0.8200000000000001"
"trendlyne","positive-breakout-second-resistance-(-ltp->-r2)","Positive Breakout Second Resistance  ( LTP > R2)","technical_breakout","price_breakout","bullish","swing","0.8200000000000001"
"trendlyne","positive-breakout-third-resistance-(-ltp->-r3)","Positive Breakout Third Resistance ( LTP > R3)","technical_breakout","price_breakout","bullish","swing","0.8200000000000001"
"trendlyne","positive-roce-and-less-peg-ratio","Positive ROCE and less PEG Ratio","fundamental_quality","capital_efficiency","bullish","long_term","0.74"
"trendlyne","potential-outperformers:-upcoming-results-from-high-revenue-and-net-profit-growth-companies-in-the-previous-quarter","Potential Outperformers: Upcoming results from high revenue and net profit growth companies in the previous quarter","event_corporate_action","earnings_event","bullish","positional","0.74"
"trendlyne","price-below-pivot","Price Below Pivot","technical_breakout","price_breakout","bearish","swing","0.74"
"trendlyne","price-volume-action","Price Volume Action","volume_liquidity","volume_delivery","neutral","long_term","0.74"
"trendlyne","price-above-pivot","Price above Pivot","technical_breakout","price_breakout","bullish","swing","0.74"
"trendlyne","price-crossed-above-15-min-bollinger-band","Price crossed above 15 min Bollinger Band","volatility","volatility_range","bullish","intraday","0.74"
"trendlyne","price-crossed-above-15-min-bollinger-band-central-line","Price crossed above 15 min Bollinger Band Central Line","volatility","volatility_range","bullish","intraday","0.74"
"trendlyne","price-crossed-above-1h-bollinger-band","Price crossed above 1H Bollinger Band","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-above-1h-bollinger-band-central-line","Price crossed above 1H Bollinger Band Central Line","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-above-2h-bollinger-band","Price crossed above 2H Bollinger Band","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-above-2h-bollinger-band-central-line","Price crossed above 2H Bollinger Band Central Line","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-above-30-min-bollinger-band","Price crossed above 30 min Bollinger Band","volatility","volatility_range","bullish","intraday","0.74"
"trendlyne","price-crossed-above-30-min-bollinger-band-central-line","Price crossed above 30 min Bollinger Band Central Line","volatility","volatility_range","bullish","intraday","0.74"
"trendlyne","price-crossed-above-bollinger-band","Price crossed above Bollinger Band","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-above-bollinger-band-central-line","Price crossed above Bollinger Band Central Line","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-above-month-bollinger-band","Price crossed above Month Bollinger Band","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-above-month-bollinger-band-central-line","Price crossed above Month Bollinger Band Central Line","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-above-week-bollinger-band","Price crossed above Week Bollinger Band","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-above-week-bollinger-band-central-line","Price crossed above Week Bollinger Band Central Line","volatility","volatility_range","bullish","swing","0.74"
"trendlyne","price-crossed-below-15-min-bollinger-band","Price crossed below 15 min Bollinger Band","volatility","volatility_range","bearish","intraday","0.74"
"trendlyne","price-crossed-below-15-min-bollinger-band-central-line","Price crossed below 15 min Bollinger Band Central Line","volatility","volatility_range","bearish","intraday","0.74"
"trendlyne","price-crossed-below-1h-bollinger-band","Price crossed below 1H Bollinger Band","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossed-below-1h-bollinger-band-central-line","Price crossed below 1H Bollinger Band Central Line","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossed-below-2h-bollinger-band","Price crossed below 2H Bollinger Band","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossed-below-2h-bollinger-band-central-line","Price crossed below 2H Bollinger Band Central Line","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossed-below-30-min-bollinger-band","Price crossed below 30 min Bollinger Band","volatility","volatility_range","bearish","intraday","0.74"
"trendlyne","price-crossed-below-30-min-bollinger-band-central-line","Price crossed below 30 min Bollinger Band Central Line","volatility","volatility_range","bearish","intraday","0.74"
"trendlyne","price-crossed-below-bollinger-band","Price crossed below Bollinger Band","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossed-below-bollinger-band-central-line","Price crossed below Bollinger Band Central Line","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossed-below-month-bollinger-band","Price crossed below Month Bollinger Band","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossed-below-month-bollinger-band-central-line","Price crossed below Month Bollinger Band Central Line","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossed-below-week-bollinger-band","Price crossed below Week Bollinger Band","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossed-below-week-bollinger-band-central-line","Price crossed below Week Bollinger Band Central Line","volatility","volatility_range","bearish","swing","0.74"
"trendlyne","price-crossing-above-sma20-today,-and-greater-than-sma5","Price crossing above SMA20 today, and greater than SMA5","technical_trend","moving_average_trend","bullish","swing","0.74"
"trendlyne","price-nearing-supertrend-resistance","Price nearing Supertrend resistance","technical_breakout","price_breakout","neutral","swing","0.74"
"trendlyne","price-nearing-supertrend-support","Price nearing Supertrend support","technical_breakout","price_breakout","neutral","swing","0.74"
"trendlyne","price-to-book-value-(p/bv)-higher-than-industry-price-to-book-value-(p/bv)","Price to Book Value (P/BV) higher than Industry Price to Book Value (P/BV)","valuation","relative_or_absolute_value","neutral","long_term","0.9"
"trendlyne","price-to-book-value-(p/bv)-less-than-sector-price-to-book-value-(p/bv)","Price to Book Value (P/BV) less than Sector Price to Book Value (P/BV)","valuation","relative_or_absolute_value","neutral","long_term","0.9"
"trendlyne","private-banks-screener","Private Banks Screener","sector_theme","sector_or_theme","neutral","long_term","0.74"
"trendlyne","profit-making-companies-with-high-roce-and-low-pe","Profit making Companies with High ROCE and Low PE","fundamental_quality","capital_efficiency","neutral","long_term","0.74"
"trendlyne","profit-to-loss-companies","Profit to Loss Companies","risk_red_flags","financial_or_governance_risk","neutral","long_term","0.74"
"trendlyne","promoter-decreasing-their-shareholding","Promoter decreasing their shareholding","ownership_institutional","institutional_activity","bearish","long_term","0.8200000000000001"
"trendlyne","promoter-holding-decreased-by-more-than--2%-qoq","Promoter holding decreased by more than -2% QoQ","ownership_institutional","institutional_activity","bearish","long_term","0.74"
"trendlyne","promoter-holding-increased-more-than-2%-qoq","Promoter holding increased more than 2% QoQ","ownership_institutional","institutional_activity","bullish","long_term","0.74"
"trendlyne","promoters-increased-pledged-shares-qoq","Promoters increased pledged shares QoQ","risk_red_flags","financial_or_governance_risk","bullish","long_term","0.74"
